item_type,category,identifier,detail,href
"package","npm","@antv/wx-f2","credential_stealer | versions: 2.2.1, 2.3.1","/ti/packages/npm/@antv/wx-f2"
"package","npm","@antv/x6","credential_stealer | versions: 3.2.7, 3.3.7","/ti/packages/npm/@antv/x6"
"package","npm","@antv/x6-angular-shape","credential_stealer | versions: 3.1.1, 3.2.1","/ti/packages/npm/@antv/x6-angular-shape"
"package","npm","@antv/x6-common","credential_stealer | versions: 2.1.17, 2.2.17","/ti/packages/npm/@antv/x6-common"
"package","npm","@antv/x6-components","credential_stealer | versions: 0.11.7, 0.12.7","/ti/packages/npm/@antv/x6-components"
"package","npm","@antv/x6-geometry","credential_stealer | versions: 2.1.5, 2.2.5","/ti/packages/npm/@antv/x6-geometry"
"package","npm","@antv/x6-plugin-clipboard","credential_stealer | versions: 2.2.6, 2.3.6","/ti/packages/npm/@antv/x6-plugin-clipboard"
"package","npm","@antv/x6-plugin-dnd","credential_stealer | versions: 2.2.1, 2.3.1","/ti/packages/npm/@antv/x6-plugin-dnd"
"package","npm","@antv/x6-plugin-export","credential_stealer | versions: 2.2.6, 2.3.6","/ti/packages/npm/@antv/x6-plugin-export"
"package","npm","@antv/x6-plugin-history","credential_stealer | versions: 2.3.4, 2.4.4","/ti/packages/npm/@antv/x6-plugin-history"
"package","npm","@antv/x6-plugin-keyboard","credential_stealer | versions: 2.3.3, 2.4.3","/ti/packages/npm/@antv/x6-plugin-keyboard"
"package","npm","@antv/x6-plugin-minimap","credential_stealer | versions: 2.1.7, 2.2.7","/ti/packages/npm/@antv/x6-plugin-minimap"
"package","npm","@antv/x6-plugin-scroller","credential_stealer | versions: 2.1.10, 2.2.10","/ti/packages/npm/@antv/x6-plugin-scroller"
"package","npm","@antv/x6-plugin-selection","credential_stealer | versions: 2.3.2, 2.4.2","/ti/packages/npm/@antv/x6-plugin-selection"
"package","npm","@antv/x6-plugin-snapline","credential_stealer | versions: 2.2.7, 2.3.7","/ti/packages/npm/@antv/x6-plugin-snapline"
"package","npm","@antv/x6-plugin-stencil","credential_stealer | versions: 2.2.5, 2.3.5","/ti/packages/npm/@antv/x6-plugin-stencil"
"package","npm","@antv/x6-plugin-transform","credential_stealer | versions: 2.2.8, 2.3.8","/ti/packages/npm/@antv/x6-plugin-transform"
"package","npm","@antv/x6-react","credential_stealer | versions: 0.2.26, 0.3.26","/ti/packages/npm/@antv/x6-react"
"package","npm","@antv/x6-react-components","credential_stealer | versions: 2.1.9, 2.2.9","/ti/packages/npm/@antv/x6-react-components"
"package","npm","@antv/x6-react-shape","credential_stealer | versions: 3.1.1, 3.2.1","/ti/packages/npm/@antv/x6-react-shape"
"package","npm","@antv/x6-vector","credential_stealer | versions: 1.5.2, 1.6.2","/ti/packages/npm/@antv/x6-vector"
"package","npm","@antv/x6-vue3-shape","credential_stealer | versions: 1.1.0, 1.2.0","/ti/packages/npm/@antv/x6-vue3-shape"
"package","npm","@antv/x6-vue-shape","credential_stealer | versions: 3.1.2, 3.2.2","/ti/packages/npm/@antv/x6-vue-shape"
"package","npm","@antv/xflow","credential_stealer | versions: 2.2.13, 2.3.13","/ti/packages/npm/@antv/xflow"
"package","npm","@antv/xflow-core","credential_stealer | versions: 1.1.55, 1.2.55","/ti/packages/npm/@antv/xflow-core"
"package","npm","@antv/xflow-diff","credential_stealer | versions: 1.1.0, 1.2.0","/ti/packages/npm/@antv/xflow-diff"
"package","npm","@antv/xflow-extension","credential_stealer | versions: 1.1.55, 1.2.55","/ti/packages/npm/@antv/xflow-extension"
"package","npm","@antv/xflow-hook","credential_stealer | versions: 1.1.55, 1.2.55","/ti/packages/npm/@antv/xflow-hook"
"package","npm","ast-plugin","other | versions: 0.1.7, 0.2.7","/ti/packages/npm/ast-plugin"
"package","npm","babel-plugin-version","other | versions: 0.3.3, 0.4.3","/ti/packages/npm/babel-plugin-version"
"package","npm","boring-avatars-vanilla","other | versions: 1.1.2, 1.2.2","/ti/packages/npm/boring-avatars-vanilla"
"package","npm","byte-parser","other | versions: 1.1.0, 1.2.0","/ti/packages/npm/byte-parser"
"package","npm","canvas-nest.js","other | versions: 2.1.4, 2.2.4","/ti/packages/npm/canvas-nest.js"
"package","npm","echarts-for-react","other | versions: 3.0.7, 3.1.7, 3.2.7","/ti/packages/npm/echarts-for-react"
"package","npm","filesize.js","other | versions: 2.1.0, 2.2.0","/ti/packages/npm/filesize.js"
"package","npm","fixed-round","other | versions: 1.1.2, 1.2.2","/ti/packages/npm/fixed-round"
"package","npm","gantt-for-react","other | versions: 0.3.0, 0.4.0","/ti/packages/npm/gantt-for-react"
"package","npm","jest-canvas-mock","other | versions: 2.5.3, 2.6.3, 2.7.3","/ti/packages/npm/jest-canvas-mock"
"package","npm","jest-date-mock","other | versions: 1.0.11, 1.1.11, 1.2.11","/ti/packages/npm/jest-date-mock"
"package","npm","jest-electron","other | versions: 0.2.12, 0.3.12","/ti/packages/npm/jest-electron"
"package","npm","jest-expect","other | versions: 0.1.1, 0.2.1","/ti/packages/npm/jest-expect"
"package","npm","jest-less-loader","other | versions: 0.3.0, 0.4.0","/ti/packages/npm/jest-less-loader"
"package","npm","jest-random-mock","other | versions: 1.1.0, 1.2.0","/ti/packages/npm/jest-random-mock"
"package","npm","jest-url-loader","other | versions: 0.2.0, 0.3.0","/ti/packages/npm/jest-url-loader"
"package","npm","limit-size","other | versions: 0.2.4, 0.3.4","/ti/packages/npm/limit-size"
"package","npm","lint-md","other | versions: 0.3.0, 0.4.0","/ti/packages/npm/lint-md"
"package","npm","lint-md-cli","other | versions: 0.2.2, 0.3.2","/ti/packages/npm/lint-md-cli"
"package","npm","@lint-md/cli","other | versions: 2.1.0, 2.2.0","/ti/packages/npm/@lint-md/cli"
"package","npm","@lint-md/core","other | versions: 2.1.0, 2.2.0","/ti/packages/npm/@lint-md/core"
"package","npm","@lint-md/parser","other | versions: 0.1.14, 0.2.14","/ti/packages/npm/@lint-md/parser"
"package","npm","mcp-echarts","other | versions: 0.8.1, 0.9.1","/ti/packages/npm/mcp-echarts"
"package","npm","mcp-mermaid","other | versions: 0.5.1, 0.6.1","/ti/packages/npm/mcp-mermaid"
"package","npm","miz","other | versions: 1.1.1, 1.2.1","/ti/packages/npm/miz"
"package","npm","onfire.js","other | versions: 2.1.1, 2.2.1","/ti/packages/npm/onfire.js"
"package","npm","react-adsense","other | versions: 0.2.0, 0.3.0","/ti/packages/npm/react-adsense"
"package","npm","relationship.js","other | versions: 1.3.9, 1.4.9","/ti/packages/npm/relationship.js"
"package","npm","ribbon.js","other | versions: 1.1.2","/ti/packages/npm/ribbon.js"
"package","npm","size-sensor","other | versions: 1.0.4, 1.1.4, 1.2.4","/ti/packages/npm/size-sensor"
"package","npm","slice.js","other | versions: 1.2.1, 1.3.1","/ti/packages/npm/slice.js"
"package","npm","timeago.js","other | versions: 4.1.2, 4.2.2","/ti/packages/npm/timeago.js"
"package","npm","timeago-react","other | versions: 3.1.7, 3.2.7","/ti/packages/npm/timeago-react"
"package","npm","uri-parse","other | versions: 1.1.0, 1.2.0","/ti/packages/npm/uri-parse"
"package","npm","word-width","other | versions: 1.1.1, 1.2.1","/ti/packages/npm/word-width"
"package","npm","xmorse","other | versions: 1.1.0, 1.2.0","/ti/packages/npm/xmorse"
"package","pypi","durabletask","credential_stealer; data_exfiltration; worm | versions: 0.1.0","/ti/packages/pypi/durabletask"
"package","npm","keyv","credential_stealer; worm; persistence | versions: 6.0.0","/ti/packages/npm/keyv"
"package","npm","file-entry-cache","credential_stealer; worm; persistence | versions: 11.1.6","/ti/packages/npm/file-entry-cache"
"package","npm","flat-cache","credential_stealer; worm; persistence | versions: 6.1.24","/ti/packages/npm/flat-cache"
"package","npm","cacheable-request","credential_stealer; worm; persistence | versions: 13.0.20","/ti/packages/npm/cacheable-request"
"package","npm","cacheable","credential_stealer; worm; persistence | versions: 2.5.1","/ti/packages/npm/cacheable"
"package","npm","cache-manager","credential_stealer; worm; persistence | versions: 7.2.10","/ti/packages/npm/cache-manager"
"package","npm","ecto","credential_stealer; worm; persistence | versions: 5.0.1","/ti/packages/npm/ecto"
"package","npm","@cacheable/utils","credential_stealer; worm; persistence | versions: 2.5.1","/ti/packages/npm/@cacheable/utils"
"package","npm","@cacheable/memory","credential_stealer; worm; persistence | versions: 2.2.1","/ti/packages/npm/@cacheable/memory"
"package","npm","@cacheable/node-cache","credential_stealer; worm; persistence | versions: 3.1.2","/ti/packages/npm/@cacheable/node-cache"
"package","npm","@cacheable/net","credential_stealer; worm; persistence | versions: 2.1.1","/ti/packages/npm/@cacheable/net"
"package","npm","@arv-bedrock/auth","credential_stealer; worm; persistence | versions: 1.1.7, 1.1.8","/ti/packages/npm/@arv-bedrock/auth"
"package","npm","@arv-bedrock/auth-sso","credential_stealer; worm; persistence | versions: 1.6.2","/ti/packages/npm/@arv-bedrock/auth-sso"
"package","npm","@arv-bedrock/auth-sso-backend","credential_stealer; worm; persistence | versions: 1.7.2","/ti/packages/npm/@arv-bedrock/auth-sso-backend"
"package","npm","@arv-bedrock/logger","credential_stealer; worm; persistence | versions: 1.7.2","/ti/packages/npm/@arv-bedrock/logger"
"package","npm","@arv-bedrock/auth-admin","credential_stealer; worm; persistence | versions: 1.0.3","/ti/packages/npm/@arv-bedrock/auth-admin"
"package","npm","@deliveroo/determinator","credential_stealer; worm; persistence | versions: 0.2.1","/ti/packages/npm/@deliveroo/determinator"
"package","npm","@or-sdk/auth","credential_stealer; worm; persistence | versions: 0.38.1, 0.38.2","/ti/packages/npm/@or-sdk/auth"
"package","npm","@qlik/sdk","credential_stealer; worm; persistence | versions: 0.28.1","/ti/packages/npm/@qlik/sdk"
"package","npm","@nebula.js/stardust","credential_stealer; worm; persistence | versions: 7.1.2","/ti/packages/npm/@nebula.js/stardust"
"package","npm","@servicetitan/react-ioc","credential_stealer; worm; persistence | versions: 38.1.4","/ti/packages/npm/@servicetitan/react-ioc"
"indicator","sha1","0a3dd44d361c34cd9036eeb3f49601160a636648","SHA-1/commit-like hash from blog post","/ti/ioc/sha1/0a3dd44d361c34cd9036eeb3f49601160a636648"
"indicator","domain","git-tanstack.com","Network indicator from blog post","/ti/ioc/domain/git-tanstack.com"
"indicator","domain","filev2.getsession.org","Network indicator from blog post","/ti/ioc/domain/filev2.getsession.org"
"indicator","domain","169.254.169.254","Network indicator from blog post","/ti/ioc/domain/169.254.169.254"
"indicator","ipv4","169.254.169.254","AWS IMDS endpoint queried for cloud credentials","/ti/ioc/ipv4/169.254.169.254"
"indicator","sha256","ce7e4199506959fd7a71b64209b2c07b9c82e53a946aa7d78298dc9249230d01","SHA-256 hash from blog post","/ti/ioc/sha256/ce7e4199506959fd7a71b64209b2c07b9c82e53a946aa7d78298dc9249230d01"
"indicator","sha1","79ac49eedf774dd4b0cfa308722bc463cfe5885c","SHA-1/commit-like hash from blog post","/ti/ioc/sha1/79ac49eedf774dd4b0cfa308722bc463cfe5885c"
"indicator","ipv4","1.1.1.1","IP address indicator from blog post","/ti/ioc/ipv4/1.1.1.1"
"indicator","ipv4","8.8.8.8","IP address indicator from blog post","/ti/ioc/ipv4/8.8.8.8"
"indicator","sha256","449e4265979b5fdb2d3446c021af437e815debd66de7da2fe54f1ad93cbcc75e","SHA-256 hash from blog post","/ti/ioc/sha256/449e4265979b5fdb2d3446c021af437e815debd66de7da2fe54f1ad93cbcc75e"
"indicator","sha256","c2f4dc64aec4631540a568e88932b61daebbfb7e8281b812fa01b7215f9be9ea","SHA-256 hash from blog post","/ti/ioc/sha256/c2f4dc64aec4631540a568e88932b61daebbfb7e8281b812fa01b7215f9be9ea"
"indicator","sha256","78a82d93b4f580835f5823b85a3d9ee1f03a15ee6f0e01b4eac86252a7002981","SHA-256 hash from blog post","/ti/ioc/sha256/78a82d93b4f580835f5823b85a3d9ee1f03a15ee6f0e01b4eac86252a7002981"
"indicator","sha256","3427a90c8cb9af764445448648176e120ebc6af0a538158340cf6220de4d01b7","SHA-256 hash from blog post","/ti/ioc/sha256/3427a90c8cb9af764445448648176e120ebc6af0a538158340cf6220de4d01b7"
"indicator","sha256","fdba4191831a13debf9d8c0c940b0301c7b7f01d27f1b1c73ed3ceaa2db4103b","SHA-256 hash from blog post","/ti/ioc/sha256/fdba4191831a13debf9d8c0c940b0301c7b7f01d27f1b1c73ed3ceaa2db4103b"
"indicator","domain","t.m-kosche.com","Network indicator from blog post","/ti/ioc/domain/t.m-kosche.com"
"indicator","ipv4","169.254.170.2","AWS ECS task metadata endpoint queried for credentials","/ti/ioc/ipv4/169.254.170.2"
"indicator","sha256","a68dd1e6a6e35ec3771e1f94fe796f55dfe65a2b94560516ff4ac189390dfa1c","SHA-256 hash from blog post","/ti/ioc/sha256/a68dd1e6a6e35ec3771e1f94fe796f55dfe65a2b94560516ff4ac189390dfa1c"
"indicator","sha1","1916faa365f2788b6e193514872d51a242876569","SHA-1/commit-like hash from blog post","/ti/ioc/sha1/1916faa365f2788b6e193514872d51a242876569"
"indicator","sha1","7cb42f57561c321ecb09b4552802ae0ac55b3a7a","SHA-1/commit-like hash from blog post","/ti/ioc/sha1/7cb42f57561c321ecb09b4552802ae0ac55b3a7a"
"indicator","sha1","dc3d62a2181beb9f326952a2d212900c94f2e13d","SHA-1/commit-like hash from blog post","/ti/ioc/sha1/dc3d62a2181beb9f326952a2d212900c94f2e13d"
"indicator","sha1","de0fac2e4500dabe0009e67214ff5f5447ce83dd","SHA-1/commit-like hash from blog post","/ti/ioc/sha1/de0fac2e4500dabe0009e67214ff5f5447ce83dd"
"indicator","sha1","bbbca2ddaa5d8feaa63e36b76fdaad77386f024f","SHA-1/commit-like hash from blog post","/ti/ioc/sha1/bbbca2ddaa5d8feaa63e36b76fdaad77386f024f"
"indicator","domain","check.git-service.com","Network indicator from blog post","/ti/ioc/domain/check.git-service.com"
"indicator","domain","www.youtube.com","Network indicator from blog post","/ti/ioc/domain/www.youtube.com"
"indicator","ipv4","160.119.64.3","IP address indicator from blog post","/ti/ioc/ipv4/160.119.64.3"
"indicator","ipv4","185.95.159.32","IP address indicator from blog post","/ti/ioc/ipv4/185.95.159.32"
"indicator","sha256","3de04fe2a76262743ed089efa7115f4508619838e77d60b9a1aab8b20d2cc8bf","SHA-256 hash from blog post","/ti/ioc/sha256/3de04fe2a76262743ed089efa7115f4508619838e77d60b9a1aab8b20d2cc8bf"
"indicator","sha256","85f54c089d78ebfb101454ec934c767065a342a43c9ee1beac8430cdd3b2086f","SHA-256 hash from blog post","/ti/ioc/sha256/85f54c089d78ebfb101454ec934c767065a342a43c9ee1beac8430cdd3b2086f"
"indicator","sha256","c0b094e46842260936d4b97ce63e4539b99a3eae48b736798c700217c52569dc","SHA-256 hash from blog post","/ti/ioc/sha256/c0b094e46842260936d4b97ce63e4539b99a3eae48b736798c700217c52569dc"
"indicator","sha256","069ac1dc7f7649b76bc72a11ac700f373804bfd81dab7e561157b703999f44ce","SHA-256 hash from blog post","/ti/ioc/sha256/069ac1dc7f7649b76bc72a11ac700f373804bfd81dab7e561157b703999f44ce"
"indicator","sha256","54dc7ea54a1317cca0e890a2770630cf7fa6c97813e0cb9d2caa93012b350668","setup.mjs Variant A (29,918 bytes, jaredwray npm tarballs only)","/ti/ioc/sha256/54dc7ea54a1317cca0e890a2770630cf7fa6c97813e0cb9d2caa93012b350668"
"indicator","sha256","9fc2570b7cef51c1b8df116d144d11ff4096357be7d2c4c6367cfc2509cf1bcc","Math_Symbol.js / math_init.js stage-two payload (727,680 bytes, byte-identical across both variants)","/ti/ioc/sha256/9fc2570b7cef51c1b8df116d144d11ff4096357be7d2c4c6367cfc2509cf1bcc"
"indicator","wallet","0xE1f2395ee43e45A1556EC6438a88c31B83493103","Ethereum mainnet smart contract storing C2 domain configuration (EtherHiding). 5,196 bytes deployed code. Function selector 0x53ed5143 for domain retrieval. Owner wallet: 0x55f9780e1492344b7417fa723aedc4d0b97f31cd.","/ti/ioc/wallet/0xE1f2395ee43e45A1556EC6438a88c31B83493103"
"indicator","domain","npm-cache.com","Active C2 domain retrieved from Ethereum smart contract state (slot at keccak256(1)). Impersonates npm cache infrastructure. Used for encrypted exfiltration via DomainSender (RSA-OAEP + AES-GCM).","/ti/ioc/domain/npm-cache.com"
"indicator","domain","js-mirror.com","Previously active C2 domain (external reporting). Impersonates JavaScript CDN mirror. Rotated out via on-chain contract update.","/ti/ioc/domain/js-mirror.com"
"indicator","domain","pypi-get.com","Previously active C2 domain (external reporting). Impersonates PyPI package mirror. Rotated out via on-chain contract update.","/ti/ioc/domain/pypi-get.com"
"ttp","T1195.001","Compromise Software Dependencies and Development Tools","","/ti/ttps/T1195.001"
"ttp","T1059.007","Command and Scripting Interpreter: JavaScript","","/ti/ttps/T1059.007"
"ttp","T1552.001","Unsecured Credentials: Credentials In Files","","/ti/ttps/T1552.001"
"ttp","T1041","Exfiltration Over C2 Channel","","/ti/ttps/T1041"
"ttp","T1528","Steal Application Access Token","","/ti/ttps/T1528"
"ttp","T1105","Ingress Tool Transfer","","/ti/ttps/T1105"
"ttp","T1071.001","Application Layer Protocol: Web Protocols","","/ti/ttps/T1071.001"
"ttp","T1102","Web Service","","/ti/ttps/T1102"
"ttp","T1021","Remote Services","","/ti/ttps/T1021"
"ttp","T1098","Account Manipulation","","/ti/ttps/T1098"
"ttp","T1539","Steal Web Session Cookie","","/ti/ttps/T1539"
"ttp","T1059.006","Command and Scripting Interpreter: Python","","/ti/ttps/T1059.006"
"ttp","T1071.004","Application Layer Protocol: DNS","","/ti/ttps/T1071.004"
"ttp","T1546","Event Triggered Execution","","/ti/ttps/T1546"
"ttp","T1027","Obfuscated Files or Information","","/ti/ttps/T1027"
"ttp","","Verified Commit Spoofing","","/ti/ttps/verified-commit-spoofing"
"ttp","","EtherHiding: Blockchain-Based C2 Bootstrapping","","/ti/ttps/etherhiding-blockchain-based-c2-bootstrapping"
"ttp","T1003.007","OS Credential Dumping: Proc Filesystem","","/ti/ttps/T1003.007"
"campaign","variant-of","TeamPCP","","/ti/campaigns/teampcp"
"campaign","variant-of","Miasma: The Spreading Blight","","/ti/campaigns/miasma-the-spreading-blight"
